,Unnamed: 0,job_title,company_name,location,salary,description,description_,ClusterLabel_Aff_Prop,ClusterLabel_kmeans,stipend
50,51,Machine Learning,Tawi Tech Solutions,Work From Home,4000,"IMAGE PROCESSING/MACHINE LEARNING FOR AUTOMATED EXTRACTION OF INVOICE DATA
 
 The AI & Robotics Division of Tawi Tech Solutions is looking for an intern to develop an automated invoice processing system to process data contained in .jpeg images and, put it in a searchable and indexable format.
 
 The problem is challenging due to non-standard invoice formats and, the presence of both handwritten and computer-typed texts.
 
 TASKS: 
 
 1. Pre-processing such as edge detection, bounding box calculation, high frequency and low-frequency noise elimination, de-skew, distortion elimination, glare removal, thinning, locally adaptive thresholding and so on using python, Tesseract/tesserOCR, openGL
 2. Develop and implement table structure extraction algorithms
 3. develop and implement machine learning algorithms using neural network implementations in Tesseract/tesserOCR
 4. Post-classification processing such as incorporation of heuristics, Bayesian likelihood dictionaries and dictionaries to improve overall classification accuracy
 
 TTS will provide a GitHub set-up.
 
 The internship is expected to last 4-5 months.
 
 TTS will issue a training completion certificate and write a letter of recommendation. and issue a remuneration of INR4K if the delivery meets targets agreed during the course of the internship.","image processing/machine learning automated extraction invoice data ai & robotics division tawi tech solutions looking intern develop automated invoice processing system process data contained .jpeg images and, put searchable indexable format. problem challenging due non-standard invoice formats and, presence handwritten computer-typed texts. tasks: pre-processing edge detection, bounding box calculation, high frequency low-frequency noise elimination, de-skew, distortion elimination, glare removal, thinning, locally adaptive thresholding using python, tesseract/tesserocr, opengl develop implement table structure extraction algorithms develop implement machine learning algorithms using neural network implementations tesseract/tesserocr post-classification processing incorporation heuristics, bayesian likelihood dictionaries dictionaries improve overall classification accuracy tts provide github set-up. internship expected last 4-5 months. tts issue training completion certificate write letter recommendation. issue remuneration inr4k delivery meets targets agreed course internship. ",7,7,4000.0
51,52,Data Science/ML,Centre For Computational Technologies Private Limited,Work From Home,8000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on data science algorithms and AI concepts 
 2. Using Python or R for web scraping 
 3. Building AI models using Python, machine learning, and deep learning algorithms 
 4. Processing of unstructured/structured data","working data science algorithms ai concepts using python r web scraping building ai models using python, machine learning, deep learning algorithms processing unstructured/structured data ",5,0,8000.0
52,53,Social Media Analyst,Adhyayan Foundation,Work From Home,0,"Selected intern's day-to-day responsibilities include: 
 
 1. Promote social media growth in time bound manner 
 2. Prepare a report on a personality-specific social media
 3. Analyze social media account & suggest better options",promote social media growth time bound manner prepare report personality-specific social media analyze social media account & suggest better options ,6,1,7680.98773006135
53,54,Power BI Development,Think Analytics India Private Limited,Mumbai,25000,"Roles & Responsibilities:
 
 1. Work on business requirement analysis
 2. Work on effort estimation for end-to-end Power BI deployment basis business requirement
 3. Work on data modeling, fact & dimension design
 4. Design & implementation of Power BI reports
 5. Define test cases/user stories for Power BI reports
 6. Work on role assignment for role-level access to Power BI reports","roles & responsibilities: work business requirement analysis work effort estimation end-to-end power bi deployment basis business requirement work data modeling, fact & dimension design design & implementation power bi reports define test cases/user stories power bi reports work role assignment role-level access power bi reports ",15,5,25000.0
54,55,Scala Development,Teknuance Info Solutions,Chennai,8000-10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Understand the architecture and guide the Data engineering team on the best solution to a problem
 2. Devise solutions from a technology perspective on big data technologies like Apache Hadoop, MapReduce
 3. Work closely with the different teams to understand and meet business needs through the appropriate design and implementation of the data model(s)","understand architecture guide data engineering team best solution problem devise solutions technology perspective big data technologies like apache hadoop, mapreduce work closely different teams understand meet business needs appropriate design implementation data model(s) ",17,3,9000.0
55,56,Data Analytics,Teknuance Info Solutions,Work From Home,3000-6000,"Selected intern's day-to-day responsibilities include:
 
 1. Gathering requirements for the projects
 2. Sketching wireframes for the UIs
 3. Creating data models for the product
 4. Managing projects
 5. Performing market competitor analysis",gathering requirements projects sketching wireframes uis creating data models product managing projects performing market competitor analysis ,14,5,4500.0
56,57,Data Science,Diebold Nixdorf,Work From Home,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Create a data pipeline in Python
 2. Work on data analytics Hive/Python
 3. Build PowerBI dashboard",create data pipeline python work data analytics hive/python build powerbi dashboard ,7,7,5000.0
57,58,Ecommerce & Data Analytics,OpenCubicles Technologies Private Limited,Work From Home,2000  ,"Selected intern's day-to-day responsibilities include:
 
 1. Conducting extensive online research in the e-commerce domain
 2. Analyzing the websites, online presence, business models and operating processes of various online stores and marketplaces
 3. Conducting online research to identify the latest industry trends, news, business opportunities, and prospective clients in very promising industry verticals internationally
 4. Generating online leads
 5. Working on detailed analysis & technology aspects of e-commerce players
 6. Preparing detailed proposals and reports for prospects & clients","conducting extensive online research e-commerce domain analyzing websites, online presence, business models operating processes various online stores marketplaces conducting online research identify latest industry trends, news, business opportunities, prospective clients promising industry verticals internationally generating online leads working detailed analysis & technology aspects e-commerce players preparing detailed proposals reports prospects & clients ",14,5,2000.0
58,59,Advance Analytics (Machine Learning/Artificial Intelligence),8K Miles Software Services Ltd,Work From Home,10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Study of machine learning/artificial intelligence techniques
 2. Work on benchmarking the performance of Cloud API's
 3. Support development in real-time projects",study machine learning/artificial intelligence techniques work benchmarking performance cloud api's support development real-time projects ,4,1,10000.0
59,60,Data Science,SkillBit,Work From Home,5000,"Selected intern's day-to-day responsibilities include:
 
 1. Working on data science algorithms and AI concepts
 2. Using Python or R for web scraping
 3. Building AI models using Python, machine learning, and deep learning algorithms
 4. Processing of unstructured/structured data","working data science algorithms ai concepts using python r web scraping building ai models using python, machine learning, deep learning algorithms processing unstructured/structured data ",5,0,5000.0
60,61,Web/Data Scraping,Planting Root Technology Private Limited,Work From Home,1500,"Selected intern's day-to-day responsibilities include: 
 
 1. Mining data and collecting relevant information/leads
 2. Using automated software to extract data
 3. Fetching the right website and right leads",mining data collecting relevant information/leads using automated software extract data fetching right website right leads ,6,4,1500.0
61,62,Machine Learning,Aditya Malhotra,Work From Home,1000,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on supporting the development of algorithms
 2. Work on spearheading the documentation for Machine Learning Programs
 3. Work on combining data analytics and ML programs including AI",work supporting development algorithms work spearheading documentation machine learning programs work combining data analytics ml programs including ai ,1,6,1000.0
62,63,Data Annotation Work,Saarthi,Work From Home,8000,"Selected intern's day-to-day responsibilities include: 
 
 1. Engage in the accurate and efficient annotation of data (text, audio) using provided tools
 2. Write data in multiple languages","engage accurate efficient annotation data (text, audiusing provided tools write data multiple languages ",9,3,8000.0
63,64,Business Intelligence & Analytics,GRIP At The Sparks Foundation,Work From Home,0,"Selected intern's day-to-day responsibilities include:
 
 1. Creating linkages between various data within our business intelligence software to enable predictive modeling and sophisticated trend analysis
 2. Producing & improving data visualization for weekly & monthly reporting to management & investors, thereby influencing key business decisions
 3. Designing visualization dashboards to support other TSF teams in monitoring their key KPIs
 4. Overseeing deployment of data to the data warehouse and work with the tech team to optimize the process
 5. Reviewing & validating data received from various sources and implementing controls to enhance data quality","creating linkages various data within business intelligence software enable predictive modeling sophisticated trend analysis producing & improving data visualization weekly & monthly reporting management & investors, thereby influencing key business decisions designing visualization dashboards support tsf teams monitoring key kpis overseeing deployment data data warehouse work tech team optimize process reviewing & validating data received various sources implementing controls enhance data quality ",14,5,7680.98773006135
64,65,Data Science & Analytics,GRIP At The Sparks Foundation,Work From Home,0,"Selected intern's day-to-day responsibilities include:
 
 1. Write code to collect, crunch and analyze data from various internal and external sources
 2. Build machine and tune learning models using Python and scikit-learn
 3. Create linkages between various data within our business intelligence software to enable predictive modeling and trend analysis
 4. Work in an agile environment as part of an interdisciplinary development team on the implementation of those ideas","write code collect, crunch analyze data various internal external sources build machine tune learning models using python scikit-learn create linkages various data within business intelligence software enable predictive modeling trend analysis work agile environment part interdisciplinary development team implementation ideas ",8,4,7680.98773006135
65,66,Online Teaching (Data Science),TFA (The Future Access),Work From Home,8000-10000,"Selected intern's day-to-day responsibilities include:
 
 1. Planning, preparing, and delivering lessons
 2. Preparing teaching materials
 3. Helping students improve their technical skills in data science and other tools via individual and group sessions
 4. Providing online session needed","planning, preparing, delivering lessons preparing teaching materials helping students improve technical skills data science tools via individual group sessions providing online session needed ",15,5,9000.0
66,67,Deep Learning (Machine Learning),Bipolar Factory,Work From Home,20000,"Selected intern's day-to-day responsibilities include: 
 
 1. Design and develop machine learning algorithms 
 2. Recommend model architecture and dataset for computer vision and text-based use cases
 3. Understand and implement existing deep learning networks on TensorFlow
 4. Evaluate models and export for serving
 5. Own and manage knowledge sharing within a community
 
 Skills Required :
 
 1. Proficiency with a deep learning framework such as TensorFlow
 2. Proficiency with Python
 3. Experience in feature engineering, data visualization, model training, and serving is preferred
 4. Excellent project and time management skills
 5. Attention to detail
 6. Outstanding problem solving and analytical skills","design develop machine learning algorithms recommend model architecture dataset computer vision text-based use cases understand implement existing deep learning networks tensorflow evaluate models export serving manage knowledge sharing within community skills required : proficiency deep learning framework tensorflow proficiency python experience feature engineering, data visualization, model training, serving preferred excellent project time management skills attention detail outstanding problem solving analytical skills ",7,7,20000.0
67,68,Business Analytics,Isourse,Delhi,10000,"Selected intern's day-to-day responsibilities include:
 
 1. Organizing review meetings with various stakeholders and preparing the business requirement document
 2. Preparing the functional requirement document by coordinating with the software team
 3. Interacting with the customer and conducting requirements gathering
 4. Performing user acceptance testing
 5. Preparing storyboards for CR and new projects
 6. Should have knowledge about software implementation.
 7. Should have knowledge about UAT Testing.",organizing review meetings various stakeholders preparing business requirement document preparing functional requirement document coordinating software team interacting customer conducting requirements gathering performing user acceptance testing preparing storyboards cr new projects knowledge software implementation. knowledge uat testing. ,15,5,10000.0
68,69,Machine Learning,FOXARCO,Bangalore,7000  ,"Selected intern's day-to-day responsibilities include:
 
 1. Fulfilling the software/coding based task (ML/Python/Android based) as per the target days on a daily basis
 2. Maintaining and sharing errorlog/other information files, and details everyday
 3. Attending daily online/offline meeting with seniors on work progress, and daily reporting work progress
 4. Browsing and researching errors/troubleshooting, and new coding work whenever required by team","fulfilling software/coding based task (ml/python/android baseas per target days daily basis maintaining sharing errorlog/other information files, details everyday attending daily online/offline meeting seniors work progress, daily reporting work progress browsing researching errors/troubleshooting, new coding work whenever required team ",6,1,7000.0
69,70,Project Development (Home Automation),BrandMore,Work From Home,2000,"Selected intern's day-to-day responsibilities include: 
 
 1. Develop home automation projects including hardware and software
 2. Develop different projects of home and office automation with the help of Android app and web
 3. Develop IoT and automation projects for police and army
 4. Develop live projects of automation and IoT with AI and ML too",develop home automation projects including hardware software develop different projects home office automation help android app web develop iot automation projects police army develop live projects automation iot ai ml ,12,3,2000.0
70,71,Artificial Intelligence (AI),Advanto Software,Work From Home,2000-2001,"Selected intern's day-to-day responsibilities include:
 
 1. Conducting research on artificial intelligence integration for assessment
 2. Developing solution for conducting exam using AI",conducting research artificial intelligence integration assessment developing solution conducting exam using ai ,1,6,2000.5
71,72,Machine Learning,KUKbit Software Lab,Work From Home,4000,"Selected intern's day-to-day responsibilities include: 
 
 1. Analyzing data, developing predictive algorithms, designing, and recommending code algorithms using
 advanced machine learning algorithms
 2. Designing, developing, and testing sales recommendation solutions
 3. Performing explanatory data analysis
 4. Preparing and analyzing data & identifying patterns","analyzing data, developing predictive algorithms, designing, recommending code algorithms using advanced machine learning algorithms designing, developing, testing sales recommendation solutions performing explanatory data analysis preparing analyzing data & identifying patterns ",3,4,4000.0
72,73,Data Science,Neubrain Solutions Private Limited,Work From Home,1000,"Selected intern's day-to-day responsibilities include:
 
 1. Summarizing AI research
 2. Analyzing datasets
 3. Working on data cleaning and orchestrating
 4. Exposing the data as APIs",summarizing ai research analyzing datasets working data cleaning orchestrating exposing data apis ,7,4,1000.0
73,74,Business Analytics And Supply Chain Analyst,KickHead Softwares Private Limited,Work From Home,10000-20000,"Selected intern's day-to-day responsibilities include: 
 
 1. Conduct primary and secondary research reviewing online content, market reports, and internal publications to determine market trends, players and products
 2. Support the product team in ideation, streamlining interdependencies, and gauging the business impact
 3. Analyze consumer interactions on the SOLV platform to gain a better understanding of use patterns and propose new features","conduct primary secondary research reviewing online content, market reports, internal publications determine market trends, players products support product team ideation, streamlining interdependencies, gauging business impact analyze consumer interactions solv platform gain better understanding use patterns propose new features ",14,5,15000.0
74,75,Project Analyst,Encriss Technologies LLP,Work From Home,8000  ,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on in-depth requirement analysis and documentation
 2. Manage success criteria for each module
 3. Work on user sign off on the requirements
 4. Manage test scenario creation
 5. Work on test result analysis and verification (actual testing to be done by testers)
 6. Manage use requirements and scenarios to create user manuals for walkthrough
 7. Wok on user training for using the system once live 
 8. Manage application flow/wireframing
 9. Work on project sign-offs and project history maintenance
 10. Create scenarios for end to end testing of the application
 11. Conduct application training sessions for users post-production and pre-production during UAT
 12. Identify application success criteria for each module and have the same signed off by the users",work in-depth requirement analysis documentation manage success criteria module work user sign requirements manage test scenario creation work test result analysis verification (actual testing done testermanage use requirements scenarios create user manuals walkthrough wok user training using system live manage application flow/wireframing work project sign-offs project history maintenance 1create scenarios end end testing application 1conduct application training sessions users post-production pre-production uat 1identify application success criteria module signed users ,4,1,8000.0
75,76,VOICE AI & Natural Language Processing,GoVocal.AI,Gurgaon,8000-10000,"Selected intern's day-to-day responsibilities include:
 
 1. Work on Machine Learning and natural language processing (NLP) for voice application
 2. Work on implementing NLP engine in the dashboard using Angular 4 and Node.js
 3. Handle other related tasks of full-stack development
 
 Please do not apply if you can not join for minimum 3-4 months full-time internship. No Part time interns are eligible for this. Do not apply if an internship is not part of your curriculum or if you are not passed out already.",work machine learning natural language processing (nlfor voice application work implementing nlp engine dashboard using angular 4 node.js handle related tasks full-stack development please apply join minimum 3-4 months full-time internship. part time interns eligible this. apply internship part curriculum passed already. ,4,1,9000.0
76,77,Business Analytics,INNATE ALLIANCE,Chennai,8000,"Selected intern's day-to-day responsibilities include:
 
 1. Analyze the business 
 2. Prepare decks/presentations and content 
 3. Discuss with an IT person to build the portal
 
 Due to COVID, the candidate can work from home till the lockdown but would be expected to maintain work discipline while working from home. We are looking for a smart intern with a lot of energy and passion to learn and develop market place.","analyze business prepare decks/presentations content discuss person build portal due covid, candidate work home till lockdown would expected maintain work discipline working home. looking smart intern lot energy passion learn develop market place. ",6,1,8000.0
77,78,Machine Learning,Add The Money,Work From Home,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Work on projects related to machine learning and web development
 2. Interact with clients",work projects related machine learning web development interact clients ,11,6,5000.0
78,79,Machine Learning,Farzi Khabr,Work From Home,1000,"Selected intern's day-to-day responsibilities include: 
 
 1. Develop a WhatsApp bot 
 2. Work on web scrapping & Machine Learning",develop whatsapp bot work web scrapping & machine learning ,1,6,1000.0
79,80,Convolution Neural Network,Softsensor.ai,Work From Home,0,"Generative Adversarial Networks Development from Convolutional Neural Network- Softsensor AI is looking for interns in the area of CNN, GANS, and AI. 
 
 Selected intern's day-to-day responsibilities include:
 
 1. Building neural network models 
 2. Building data from various sources, researching the academic papers and identify the technology 
 3. Working on solving problems build code and utilize tools like Github, etc. for working
 4. Working with techniques like GANs, CNN and RNN for building solutions to cutting edge problems","generative adversarial networks development convolutional neural network- softsensor ai looking interns area cnn, gans, abuilding neural network models building data various sources, researching academic papers identify technology working solving problems build code utilize tools like github, etc. working working techniques like gans, cnn rnn building solutions cutting edge problems ",0,6,7680.98773006135
80,81,Convolution Neural Network,Softsensor.ai,Work From Home,0,"Generative Adversarial Networks Development from Convolutional Neural Network- Softsensor AI is looking for interns in the area of CNN, GANS, and AI. 
 
 Selected intern's day-to-day responsibilities include:
 
 1. Building neural network models 
 2. Building data from various sources, researching the academic papers and identify the technology 
 3. Working on solving problems build code and utilize tools like Github, etc. for working
 4. Working with techniques like GANs, CNN and RNN for building solutions to cutting edge problems","generative adversarial networks development convolutional neural network- softsensor ai looking interns area cnn, gans, abuilding neural network models building data various sources, researching academic papers identify technology working solving problems build code utilize tools like github, etc. working working techniques like gans, cnn rnn building solutions cutting edge problems ",0,6,7680.98773006135
81,82,Business Analytics,Headsup Corporation,Noida,8000-15000,"Selected intern's day-to-day responsibilities include: 
 
 1. Identify and understand problems through quantitative reporting, research, and analysis
 2. Work closely with clients, gather critical information, and produce useful reports
 3. Undertake primary and secondary market research as required and presents findings","identify understand problems quantitative reporting, research, analysis work closely clients, gather critical information, produce useful reports undertake primary secondary market research required presents findings ",14,5,11500.0
82,83,Machine Learning Research,Nuclei Technologies,Work From Home,1000-5000,"Selected intern's day-to-day responsibilities include:
 
 1. Learn about Machine Learning
 2. Help us in our research work on a day to day basis
 3. Read multiple research papers and summarize them
 4. Implement our findings and write code if needed(preferably Python)
 5. Write drafts and work on publications if something materializes
 
 Apply only if,
 Have done research before on Machine Learning and have some experience of doing research under someone or worked at any lab
 Published your work in some conferences or journals and would like to do more along with us","learn machine learning help us research work day day basis read multiple research papers summarize implement findings write code needed(preferably pythowrite drafts work publications something materializes apply if, done research machine learning experience research someone worked lab published work conferences journals would like along us ",11,1,3000.0
83,84,Data Annotation,Appyhigh Technology LLP,Work From Home,5000-8000,"Selected intern's day-to-day responsibilities include:
 
 1. Reviewing, updating, and analyzing labels/predictions created by models
 2. Maintaining logging, tracking, & verifying tasks for AI models & web scrappers
 3. Communicating with developers & data scientists for solving the product issues, & improving the model performance
 4. Joining our engineering team of AI/ML engineers and work on data annotations, testing of our AI products & web scrapers, organizing production releases
 5. Working together with the team to ensure the overall functionality and quality of the models","reviewing, updating, analyzing labels/predictions created models maintaining logging, tracking, & verifying tasks ai models & web scrappers communicating developers & data scientists solving product issues, & improving model performance joining engineering team ai/ml engineers work data annotations, testing ai products & web scrapers, organizing production releases working together team ensure overall functionality quality models ",12,6,6500.0
84,85,STEM Instruction,STEMpedia,Ahmedabad,7000-14000,"Selected intern's day-to-day responsibilities include: 
 
 1. Conduct webinars on STEM (Graphical Programming, AI, ML, Robotics) for students of grade 3rd - 9th.
 2. Conduct teacher training
 3. Conduct regular classes on Scratch, AI, and ML
 4. Create teaching resources","conduct webinars stem (graphical programming, ai, ml, roboticfor students grade 3rd - 9th. conduct teacher training conduct regular classes scratch, ai, ml create teaching resources ",7,7,10500.0
85,86,Data Analytics,Friends Union For Energising Lives (FUEL),Pune,2000-3000,"Selected intern's day-to-day responsibilities include: 
 
 1. Interpret data, analyze results using statistical techniques and provide ongoing reports
 2. Develop and implement databases, data collection systems, data analytics, and other strategies that optimize statistical efficiency and quality
 3. Acquire data from primary or secondary data sources and maintain databases/data systems
 4. Identify, analyze, and interpret trends or patterns in complex data sets
 5. Filter and -clean- data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
 6. Work with management to prioritize business and information needs
 7. Locate and define new process improvement opportunities","interpret data, analyze results using statistical techniques provide ongoing reports develop implement databases, data collection systems, data analytics, strategies optimize statistical efficiency quality acquire data primary secondary data sources maintain databases/data systems identify, analyze, interpret trends patterns complex data sets filter -clean- data reviewing computer reports, printouts, performance indicators locate correct code problems work management prioritize business information needs locate define new process improvement opportunities ",8,4,2500.0
86,87,Google API Development,Deepthought Edutech Ventures Private Limited,Work From Home,2000-5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Understand the EdTech space and the nature of automation in digital classes
 2. Develop a bot that can read crucial information(from defined cells) from google sheets and write the fetched value to defined sheets
 3. Perform analytics through defined algorithm with the help of a read bot and a write bot",understand edtech space nature automation digital classes develop bot read crucial information(from defined cellfrom google sheets write fetched value defined sheets perform analytics defined algorithm help read bot write bot ,9,3,3500.0
87,88,Machine Learning,Techshra,Kurnool,10000,"Selected intern's day-to-day responsibilities include:
 
 1. Design experiments and statistical analysis of results
 2. Work on machine learning, algorithms, and computational complexity
 3. Extract, transform and clean large (multi-TB) data sets in a Unix/Linux environment
 
 Skills & Requirements:
 
 1. Programming skills
 2. Background in machine learning with domain knowledge and experience in the following areas: data-driven statistical modeling, graphical models, feature extraction and analysis, supervised learning, in particular discriminative methods.","design experiments statistical analysis results work machine learning, algorithms, computational complexity extract, transform clean large (multi-tdata sets unix/linux environment skills & requirements: programming skills background machine learning domain knowledge experience following areas: data-driven statistical modeling, graphical models, feature extraction analysis, supervised learning, particular discriminative methods. ",7,7,10000.0
88,89,Data Science,Techshra,Kurnool,12500,"Selected intern's day-to-day responsibilities include:
 
 1. Building analytical model
 2. Working on supervised and unsupervised machine learning and neural network techniques
 3. Using statistical and time series techniques
 4. Manipulating data and drawing insights from large data sets",building analytical model working supervised unsupervised machine learning neural network techniques using statistical time series techniques manipulating data drawing insights large data sets ,7,6,12500.0
89,90,Data Science,Edure,Kollam,8000-12000,Selected intern's day-to-day responsibilities include learning data science concepts and tools.,selected intern's day-to-day responsibilities include learning data science concepts tools. ,10,2,10000.0
90,91,Data Analytics,My Vacala Private Limited,Work From Home,3000-6000,"Selected intern's day-to-day responsibilities include: 
 
 1. Interpreting data, analyzing results using statistical techniques
 2. Acquiring data from primary and secondary sources using data collection systems
 3. Defining user requirements and develop new reports
 4. Maintaining and updating existing reports based on routine schedules","interpreting data, analyzing results using statistical techniques acquiring data primary secondary sources using data collection systems defining user requirements develop new reports maintaining updating existing reports based routine schedules ",8,4,4500.0
91,92,Business Analytics,Indus Valley Home Accessories,Work From Home,10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Identify business/industry trends in consumer lifestyle and technology; scan competitive landscape; analyze consumer data
 2. Facilitate workout problem-solving sessions with functional leaders across the organization
 3. Prepare and deliver insights and recommendations based on analysis",identify business/industry trends consumer lifestyle technology; scan competitive landscape; analyze consumer data facilitate workout problem-solving sessions functional leaders across organization prepare deliver insights recommendations based analysis ,17,5,10000.0
92,93,Python Development-Data Science,Industry360,Gurgaon,10000-20000,"Selected intern's day-to-day responsibilities include: 
 
 1. Imparting Python training to the staff
 2. Imparting Python training to schools 
 3. Imparting Python training to colleges
 4. Imparting python training to corporates 
 5. Preparing Python-based videos
 6. Preparing Python-based blogs
 7. Preparing Python-based tutorials
 8. Preparing engagement material for the Python community
 9. Handling vision towards data science
 10. Learning of algorithm",imparting python training staff imparting python training schools imparting python training colleges imparting python training corporates preparing python-based videos preparing python-based blogs preparing python-based tutorials preparing engagement material python community handling vision towards data science 1learning algorithm ,16,7,15000.0
93,94,Data Analytics,D'Well Research,Work From Home,2000-5000,"Selected intern's day-to-day responsibilities include:
 
 1. Designing and maintaining data systems and databases
 2. Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine
 3. Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts
 4. Preparing reports for executive leadership that effectively communicate trends, patterns, and predictions using relevant data
 5. Collaborating with programmers, engineers, and organizational leaders to identify opportunities for process improvements, recommend system modifications, and develop policies for data governance
 6. Creating appropriate documentation that allows stakeholders to understand the steps of the data analysis process and duplicate or replicate the analysis if necessary","designing maintaining data systems databases mining data primary secondary sources, reorganizing said data format easily read either human machine using statistical tools interpret data sets, paying particular attention trends patterns could valuable diagnostic predictive analytics efforts preparing reports executive leadership effectively communicate trends, patterns, predictions using relevant data collaborating programmers, engineers, organizational leaders identify opportunities process improvements, recommend system modifications, develop policies data governance creating appropriate documentation allows stakeholders understand steps data analysis process duplicate replicate analysis necessary ",8,4,3500.0
94,95,Data Science Research,Data Folkz,Delhi,8000-15000,"Selected intern's day-to-day responsibilities include:
 
 1. Understand the audience and execute targeted efforts to cater to their needs
 2. Monitor daily engagement on the product from this audience
 3. Support for data science questions and queries
 4. Create strategies that build loyalty, brand recognition, and customer satisfaction","understand audience execute targeted efforts cater needs monitor daily engagement product audience support data science questions queries create strategies build loyalty, brand recognition, customer satisfaction ",17,3,11500.0
95,96,Data Analytics,Polstrat,Work From Home,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Aiding the data and research teams in conducting research
 2. Analyzing trends at national and local levels
 3. Aiding in the administrative processes of the organization
 4. Assisting in data cleaning and processing
 5.Proficient in Python Libraries like Pandas,Numpy,Matplotlib,Geopandas and Scikit-Learn","aiding data research teams conducting research analyzing trends national local levels aiding administrative processes organization assisting data cleaning processing 5.proficient python libraries like pandas,numpy,matplotlib,geopandas scikit-learn ",14,4,5000.0
96,97,Data Analytics,Nuvoretail,Work From Home,10000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on data analytics, statistical data analysis, Python, Power BI and advanced Excel 
 2. Working with basic ETL tools like Talend, Informatica, and Alterix
 3. Handle the huge amounts of data along with applying logical operations for seamless data management.
 4. Develop solutions in ETL tools to gather, transform, and load data into the databases
 5. Work with multiple tools and databases and be able to forecasting and make the algorithm for predictions based on data sets","working data analytics, statistical data analysis, python, power bi advanced excel working basic etl tools like talend, informatica, alterix handle huge amounts data along applying logical operations seamless data management. develop solutions etl tools gather, transform, load data databases work multiple tools databases able forecasting make algorithm predictions based data sets ",7,4,10000.0
97,98,Data Analytics And Data Collection,Shipmart Tech Private Limited,Kolkata,3000  ,"Selected intern's day-to-day responsibilities include: 
 
 1. Collect data for the product development
 2. Perform a market study of user behavior
 3. Work as a part of the core team and contribute actively in product development",collect data product development perform market study user behavior work part core team contribute actively product development ,17,3,3000.0
98,99,Data Science and Scoring,MoneyMall,Work From Home,4000-7000,"Selected intern's day-to-day responsibilities include: 
 
 1. Leverage a unique, diverse, and deep data set to find connections across these data sources and communicate findings to the team and integrate them into models
 2. Own the full-cycle of a model from ideation and training through deployment into our production environment (this might be a credit model, fraud model, marketing model, or an iteration of an existing model)
 3. Contribute and share your findings and knowledge of data science and another modelling with all appropriate cross-functional teams
 4. Partner with the engineering team to develop, test and deploy models
 5. Pull data from MySQL or other data stores, handle all the ETL from the DB to running the model to obtaining a decision","leverage unique, diverse, deep data set find connections across data sources communicate findings team integrate models full-cycle model ideation training deployment production environment (this might credit model, fraud model, marketing model, iteration existing modecontribute share findings knowledge data science another modelling appropriate cross-functional teams partner engineering team develop, test deploy models pull data mysql data stores, handle etl db running model obtaining decision ",12,3,5500.0
99,100,Business Analytics,Fexmy.co,Bangalore,5000,"Selected intern's day-to-day responsibilities include:
 
 1. Driving business performance reporting and facilitating team reviews weekly, monthly, and quarterly
 2. Performing analysis to identify new trends and opportunities necessary to inform strategic planning for stakeholders
 3. Analyzing and solving business problems at their root, stepping back to understand the broader context
 4. Under guidance, executing data representation, and advanced visualizations starting from data gathering, processing and publishing
 5. Under guidance, developing quantitative models necessary for evaluation and implementation of new strategies with business stakeholders","driving business performance reporting facilitating team reviews weekly, monthly, quarterly performing analysis identify new trends opportunities necessary inform strategic planning stakeholders analyzing solving business problems root, stepping back understand broader context guidance, executing data representation, advanced visualizations starting data gathering, processing publishing guidance, developing quantitative models necessary evaluation implementation new strategies business stakeholders ",14,5,5000.0
100,101,Machine Learning,SkillBit,Pune,5000,"Selected intern's day-to-day responsibilities include: 
 
 1. Analyzing data, developing predictive algorithms, designing, and recommending code algorithms using
 advanced machine learning algorithms
 2. Designing, developing, and testing sales recommendation solutions
 3. Performing explanatory data analysis
 4. Preparing & analyzing data and identifying patterns","analyzing data, developing predictive algorithms, designing, recommending code algorithms using advanced machine learning algorithms designing, developing, testing sales recommendation solutions performing explanatory data analysis preparing & analyzing data identifying patterns ",3,4,5000.0
101,102,Data Science,KUKbit Software Lab,Pune,15000,"Selected intern's day-to-day responsibilities include: 
 
 1. Working on data science algorithms and AI concepts
 2. Using Python or R for web scraping
 3. Building AI models using Python, machine learning, and deep learning algorithms
 4. Processing of unstructured/structured data","working data science algorithms ai concepts using python r web scraping building ai models using python, machine learning, deep learning algorithms processing unstructured/structured data ",5,0,15000.0
